,black,images,masks
2311,0,images/img-Glass002-393-11_mouth_right-1-urban_street_04-183-sunglasses.png,masks/img-Glass002-393-11_mouth_right-1-urban_street_04-183-sgseg.png
2312,0,images/img-Glass007-368-13_chin_raiser-0-red_hill_straight-031-sunglasses.png,masks/img-Glass007-368-13_chin_raiser-0-red_hill_straight-031-sgseg.png
2313,0,images/img-Glass009-385-17_lip_roll-1-ostrich_road-161-sunglasses.png,masks/img-Glass009-385-17_lip_roll-1-ostrich_road-161-sgseg.png
2314,0,images/img-Glass008-420-13_chin_raiser-3-rustig_koppie-266-sunglasses.png,masks/img-Glass008-420-13_chin_raiser-3-rustig_koppie-266-sgseg.png
2315,1,images/img-Glass008-457-12_dimpler-1-neuer_zollhof-282-sunglasses.png,masks/img-Glass008-457-12_dimpler-1-neuer_zollhof-282-sgseg.png
2316,0,images/img-Glass006-388-7_jaw_left-2-cave_wall-345-sunglasses.png,masks/img-Glass006-388-7_jaw_left-2-cave_wall-345-sgseg.png
2317,1,images/img-Glass008-454-2_mouth_open-2-hansaplatz-152-sunglasses.png,masks/img-Glass008-454-2_mouth_open-2-hansaplatz-152-sgseg.png
2318,0,images/img-Glass009-373-4_brow_lower-1-rooitou_park-009-sunglasses.png,masks/img-Glass009-373-4_brow_lower-1-rooitou_park-009-sgseg.png
2319,0,images/img-Glass002-428-13_chin_raiser-1-snowy_forest_path_02-105-sunglasses.png,masks/img-Glass002-428-13_chin_raiser-1-snowy_forest_path_02-105-sgseg.png
2320,0,images/img-Glass021-454-13_chin_raiser-0-piazza_martin_lutero-296-sunglasses.png,masks/img-Glass021-454-13_chin_raiser-0-piazza_martin_lutero-296-sgseg.png
2321,1,images/img-Glass003-421-12_dimpler-1-simons_town_harbour-129-sunglasses.png,masks/img-Glass003-421-12_dimpler-1-simons_town_harbour-129-sgseg.png
2322,0,images/img-Glass021-428-7_jaw_left-2-autumn_hockey-268-sunglasses.png,masks/img-Glass021-428-7_jaw_left-2-autumn_hockey-268-sgseg.png
2323,0,images/img-Glass003-382-12_dimpler-0-table_mountain_2-272-sunglasses.png,masks/img-Glass003-382-12_dimpler-0-table_mountain_2-272-sgseg.png
2324,0,images/img-Glass005-373-20_eye_closed-3-satara_night_no_lamps-294-sunglasses.png,masks/img-Glass005-373-20_eye_closed-3-satara_night_no_lamps-294-sgseg.png
2325,1,images/img-Glass001-399-19_cheek_blowing-3-old_depot-152-sunglasses.png,masks/img-Glass001-399-19_cheek_blowing-3-old_depot-152-sgseg.png
2326,1,images/img-Glass007-370-2_mouth_open-0-binnenalster-155-sunglasses.png,masks/img-Glass007-370-2_mouth_open-0-binnenalster-155-sgseg.png
2327,1,images/img-Glass007-410-16_sadness-3-hall_of_mammals-276-sunglasses.png,masks/img-Glass007-410-16_sadness-3-hall_of_mammals-276-sgseg.png
2328,1,images/img-Glass003-428-3_smile-0-entrance_hall-351-sunglasses.png,masks/img-Glass003-428-3_smile-0-entrance_hall-351-sgseg.png
2329,0,images/img-Glass001-426-13_chin_raiser-2-moonless_golf-334-sunglasses.png,masks/img-Glass001-426-13_chin_raiser-2-moonless_golf-334-sgseg.png
2330,0,images/img-Glass004-377-1_neutral-2-railway_bridges-188-sunglasses.png,masks/img-Glass004-377-1_neutral-2-railway_bridges-188-sgseg.png
2331,0,images/img-Glass004-419-20_eye_closed-3-colorful_studio-014-sunglasses.png,masks/img-Glass004-419-20_eye_closed-3-colorful_studio-014-sgseg.png
2332,0,images/img-Glass021-418-5_brow_raiser-0-moulton_falls_train_tunnel_east-262-sunglasses.png,masks/img-Glass021-418-5_brow_raiser-0-moulton_falls_train_tunnel_east-262-sgseg.png
2333,0,images/img-Glass021-449-19_cheek_blowing-1-en_suite-262-sunglasses.png,masks/img-Glass021-449-19_cheek_blowing-1-en_suite-262-sgseg.png
2334,0,images/img-Glass008-449-3_smile-0-nagoya_wall_path-253-sunglasses.png,masks/img-Glass008-449-3_smile-0-nagoya_wall_path-253-sgseg.png
2335,0,images/img-Glass007-376-3_smile-0-simons_town_rocks-168-sunglasses.png,masks/img-Glass007-376-3_smile-0-simons_town_rocks-168-sgseg.png
2336,0,images/img-Glass007-399-12_dimpler-2-teatro_massimo-115-sunglasses.png,masks/img-Glass007-399-12_dimpler-2-teatro_massimo-115-sgseg.png
2337,0,images/img-Glass003-432-8_jaw_right-3-hall_of_finfish-086-sunglasses.png,masks/img-Glass003-432-8_jaw_right-3-hall_of_finfish-086-sgseg.png
2338,1,images/img-Glass005-400-2_mouth_open-0-ruckenkreuz-105-sunglasses.png,masks/img-Glass005-400-2_mouth_open-0-ruckenkreuz-105-sgseg.png
2339,0,images/img-Glass007-411-15_lip_funneler-1-lenong_3-328-sunglasses.png,masks/img-Glass007-411-15_lip_funneler-1-lenong_3-328-sgseg.png
2340,0,images/img-Glass006-406-17_lip_roll-1-whipple_creek_regional_park_01-165-sunglasses.png,masks/img-Glass006-406-17_lip_roll-1-whipple_creek_regional_park_01-165-sgseg.png
2341,0,images/img-Glass008-449-9_jaw_forward-0-cayley_lookout-151-sunglasses.png,masks/img-Glass008-449-9_jaw_forward-0-cayley_lookout-151-sgseg.png
2342,0,images/img-Glass006-420-18_grin-3-spruit_dawn-279-sunglasses.png,masks/img-Glass006-420-18_grin-3-spruit_dawn-279-sgseg.png
2343,0,images/img-Glass006-452-1_neutral-3-entrance_hall-336-sunglasses.png,masks/img-Glass006-452-1_neutral-3-entrance_hall-336-sgseg.png
2344,1,images/img-Glass003-411-4_brow_lower-3-mutianyu-250-sunglasses.png,masks/img-Glass003-411-4_brow_lower-3-mutianyu-250-sgseg.png
2345,0,images/img-Glass006-454-11_mouth_right-2-autumn_forest_01-258-sunglasses.png,masks/img-Glass006-454-11_mouth_right-2-autumn_forest_01-258-sgseg.png
2346,0,images/img-Glass002-401-14_lip_puckerer-2-cabin-219-sunglasses.png,masks/img-Glass002-401-14_lip_puckerer-2-cabin-219-sgseg.png
2347,0,images/img-Glass005-373-5_brow_raiser-2-fireplace-307-sunglasses.png,masks/img-Glass005-373-5_brow_raiser-2-fireplace-307-sgseg.png
2348,0,images/img-Glass005-452-11_mouth_right-3-small_cave-209-sunglasses.png,masks/img-Glass005-452-11_mouth_right-3-small_cave-209-sgseg.png
2349,0,images/img-Glass001-419-16_sadness-3-satara_night_no_lamps-127-sunglasses.png,masks/img-Glass001-419-16_sadness-3-satara_night_no_lamps-127-sgseg.png
2350,0,images/img-Glass001-421-2_mouth_open-2-summer_stage_01-287-sunglasses.png,masks/img-Glass001-421-2_mouth_open-2-summer_stage_01-287-sgseg.png
2351,0,images/img-Glass003-438-17_lip_roll-2-preller_drive-028-sunglasses.png,masks/img-Glass003-438-17_lip_roll-2-preller_drive-028-sgseg.png
2352,0,images/img-Glass008-377-16_sadness-3-noon_grass-324-sunglasses.png,masks/img-Glass008-377-16_sadness-3-noon_grass-324-sgseg.png
2353,0,images/img-Glass006-380-9_jaw_forward-1-konzerthaus-256-sunglasses.png,masks/img-Glass006-380-9_jaw_forward-1-konzerthaus-256-sgseg.png
2354,0,images/img-Glass009-392-15_lip_funneler-3-kiara_4_mid-morning-210-sunglasses.png,masks/img-Glass009-392-15_lip_funneler-3-kiara_4_mid-morning-210-sgseg.png
2355,0,images/img-Glass021-411-10_mouth_left-3-hansaplatz-306-sunglasses.png,masks/img-Glass021-411-10_mouth_left-3-hansaplatz-306-sgseg.png
2356,1,images/img-Glass005-424-4_brow_lower-3-pink_sunrise-051-sunglasses.png,masks/img-Glass005-424-4_brow_lower-3-pink_sunrise-051-sgseg.png
2357,0,images/img-Glass003-424-5_brow_raiser-1-autumn_ground-123-sunglasses.png,masks/img-Glass003-424-5_brow_raiser-1-autumn_ground-123-sgseg.png
2358,0,images/img-Glass006-457-10_mouth_left-0-wasteland_clouds-009-sunglasses.png,masks/img-Glass006-457-10_mouth_left-0-wasteland_clouds-009-sgseg.png
2359,1,images/img-Glass008-375-19_cheek_blowing-1-whale_skeleton-133-sunglasses.png,masks/img-Glass008-375-19_cheek_blowing-1-whale_skeleton-133-sgseg.png
2360,0,images/img-Glass007-431-18_grin-3-floral_tent-293-sunglasses.png,masks/img-Glass007-431-18_grin-3-floral_tent-293-sgseg.png
2361,0,images/img-Glass002-421-12_dimpler-2-reichstag_1-036-sunglasses.png,masks/img-Glass002-421-12_dimpler-2-reichstag_1-036-sgseg.png
2362,1,images/img-Glass008-419-4_brow_lower-1-balcony-212-sunglasses.png,masks/img-Glass008-419-4_brow_lower-1-balcony-212-sgseg.png
2363,1,images/img-Glass003-430-5_brow_raiser-3-mud_road-236-sunglasses.png,masks/img-Glass003-430-5_brow_raiser-3-mud_road-236-sgseg.png
2364,0,images/img-Glass006-452-3_smile-2-courtyard-197-sunglasses.png,masks/img-Glass006-452-3_smile-2-courtyard-197-sgseg.png
2365,0,images/img-Glass021-455-2_mouth_open-3-greenwich_park-107-sunglasses.png,masks/img-Glass021-455-2_mouth_open-3-greenwich_park-107-sgseg.png
2366,1,images/img-Glass003-389-17_lip_roll-0-syferfontein_1d_clear-287-sunglasses.png,masks/img-Glass003-389-17_lip_roll-0-syferfontein_1d_clear-287-sgseg.png
2367,1,images/img-Glass006-388-7_jaw_left-2-belvedere-005-sunglasses.png,masks/img-Glass006-388-7_jaw_left-2-belvedere-005-sgseg.png
2368,1,images/img-Glass007-449-18_grin-3-studio_small_01-003-sunglasses.png,masks/img-Glass007-449-18_grin-3-studio_small_01-003-sgseg.png
2369,0,images/img-Glass005-453-2_mouth_open-2-simons_town_harbour-299-sunglasses.png,masks/img-Glass005-453-2_mouth_open-2-simons_town_harbour-299-sgseg.png
2370,1,images/img-Glass021-451-5_brow_raiser-1-hotel_room-139-sunglasses.png,masks/img-Glass021-451-5_brow_raiser-1-hotel_room-139-sgseg.png
2371,0,images/img-Glass002-428-15_lip_funneler-1-learner_park-250-sunglasses.png,masks/img-Glass002-428-15_lip_funneler-1-learner_park-250-sgseg.png
2372,1,images/img-Glass006-389-7_jaw_left-0-sunset_in_the_chalk_quarry-221-sunglasses.png,masks/img-Glass006-389-7_jaw_left-0-sunset_in_the_chalk_quarry-221-sgseg.png
2373,0,images/img-Glass021-418-7_jaw_left-1-residential_garden-233-sunglasses.png,masks/img-Glass021-418-7_jaw_left-1-residential_garden-233-sgseg.png
2374,0,images/img-Glass006-406-9_jaw_forward-2-lebombo-311-sunglasses.png,masks/img-Glass006-406-9_jaw_forward-2-lebombo-311-sgseg.png
2375,1,images/img-Glass006-376-13_chin_raiser-0-red_hill_curve-270-sunglasses.png,masks/img-Glass006-376-13_chin_raiser-0-red_hill_curve-270-sgseg.png
2376,0,images/img-Glass006-431-9_jaw_forward-0-reichstag_1-105-sunglasses.png,masks/img-Glass006-431-9_jaw_forward-0-reichstag_1-105-sgseg.png
2377,0,images/img-Glass003-393-2_mouth_open-2-concrete_tunnel-234-sunglasses.png,masks/img-Glass003-393-2_mouth_open-2-concrete_tunnel-234-sgseg.png
2378,0,images/img-Glass004-426-11_mouth_right-2-lenong_3-171-sunglasses.png,masks/img-Glass004-426-11_mouth_right-2-lenong_3-171-sgseg.png
2379,0,images/img-Glass001-458-20_eye_closed-1-spruit_dawn-345-sunglasses.png,masks/img-Glass001-458-20_eye_closed-1-spruit_dawn-345-sgseg.png
2380,0,images/img-Glass001-436-14_lip_puckerer-0-cinema_hall-114-sunglasses.png,masks/img-Glass001-436-14_lip_puckerer-0-cinema_hall-114-sgseg.png
2381,0,images/img-Glass003-433-4_brow_lower-2-winter_evening-188-sunglasses.png,masks/img-Glass003-433-4_brow_lower-2-winter_evening-188-sgseg.png
2382,0,images/img-Glass001-401-1_neutral-3-quarry_01-149-sunglasses.png,masks/img-Glass001-401-1_neutral-3-quarry_01-149-sgseg.png
2383,1,images/img-Glass006-438-2_mouth_open-1-lookout-188-sunglasses.png,masks/img-Glass006-438-2_mouth_open-1-lookout-188-sgseg.png
2384,0,images/img-Glass007-453-20_eye_closed-0-colosseum-192-sunglasses.png,masks/img-Glass007-453-20_eye_closed-0-colosseum-192-sgseg.png
2385,0,images/img-Glass002-424-17_lip_roll-3-rooftop_night-180-sunglasses.png,masks/img-Glass002-424-17_lip_roll-3-rooftop_night-180-sgseg.png
2386,0,images/img-Glass008-419-14_lip_puckerer-3-lythwood_room-187-sunglasses.png,masks/img-Glass008-419-14_lip_puckerer-3-lythwood_room-187-sgseg.png
2387,0,images/img-Glass006-402-11_mouth_right-0-kiara_9_dusk-057-sunglasses.png,masks/img-Glass006-402-11_mouth_right-0-kiara_9_dusk-057-sgseg.png
2388,0,images/img-Glass008-401-11_mouth_right-3-urban_courtyard-127-sunglasses.png,masks/img-Glass008-401-11_mouth_right-3-urban_courtyard-127-sgseg.png
2389,0,images/img-Glass006-431-12_dimpler-0-fish_eagle_hill-296-sunglasses.png,masks/img-Glass006-431-12_dimpler-0-fish_eagle_hill-296-sgseg.png
2390,1,images/img-Glass009-385-7_jaw_left-2-vatican_road-312-sunglasses.png,masks/img-Glass009-385-7_jaw_left-2-vatican_road-312-sgseg.png
2391,1,images/img-Glass006-375-14_lip_puckerer-3-zhengyang_gate-192-sunglasses.png,masks/img-Glass006-375-14_lip_puckerer-3-zhengyang_gate-192-sgseg.png
2392,0,images/img-Glass021-426-12_dimpler-3-park_bench-080-sunglasses.png,masks/img-Glass021-426-12_dimpler-3-park_bench-080-sgseg.png
2393,0,images/img-Glass002-432-3_smile-1-en_suite-074-sunglasses.png,masks/img-Glass002-432-3_smile-1-en_suite-074-sgseg.png
2394,1,images/img-Glass006-438-10_mouth_left-0-satara_night_no_lamps-224-sunglasses.png,masks/img-Glass006-438-10_mouth_left-0-satara_night_no_lamps-224-sgseg.png
2395,0,images/img-Glass009-383-17_lip_roll-2-sabie_tent-049-sunglasses.png,masks/img-Glass009-383-17_lip_roll-2-sabie_tent-049-sgseg.png
2396,1,images/img-Glass007-411-20_eye_closed-0-schadowplatz-289-sunglasses.png,masks/img-Glass007-411-20_eye_closed-0-schadowplatz-289-sgseg.png
2397,0,images/img-Glass001-454-16_sadness-3-tiber_2-206-sunglasses.png,masks/img-Glass001-454-16_sadness-3-tiber_2-206-sgseg.png
2398,0,images/img-Glass007-429-13_chin_raiser-3-blouberg_sunrise_1-208-sunglasses.png,masks/img-Glass007-429-13_chin_raiser-3-blouberg_sunrise_1-208-sgseg.png
2399,0,images/img-Glass007-402-1_neutral-0-small_hangar_01-308-sunglasses.png,masks/img-Glass007-402-1_neutral-0-small_hangar_01-308-sgseg.png
2400,0,images/img-Glass007-389-9_jaw_forward-0-mutianyu-334-sunglasses.png,masks/img-Glass007-389-9_jaw_forward-0-mutianyu-334-sgseg.png
2401,0,images/img-Glass008-384-14_lip_puckerer-3-bell_park_dawn-085-sunglasses.png,masks/img-Glass008-384-14_lip_puckerer-3-bell_park_dawn-085-sgseg.png
2402,1,images/img-Glass007-410-13_chin_raiser-1-noon_grass-106-sunglasses.png,masks/img-Glass007-410-13_chin_raiser-1-noon_grass-106-sgseg.png
2403,1,images/img-Glass005-370-19_cheek_blowing-2-lebombo-223-sunglasses.png,masks/img-Glass005-370-19_cheek_blowing-2-lebombo-223-sgseg.png
2404,0,images/img-Glass021-457-11_mouth_right-1-blinds-215-sunglasses.png,masks/img-Glass021-457-11_mouth_right-1-blinds-215-sgseg.png
2405,0,images/img-Glass008-392-8_jaw_right-2-evening_road_01-082-sunglasses.png,masks/img-Glass008-392-8_jaw_right-2-evening_road_01-082-sgseg.png
2406,0,images/img-Glass021-457-11_mouth_right-1-kiara_6_afternoon-333-sunglasses.png,masks/img-Glass021-457-11_mouth_right-1-kiara_6_afternoon-333-sgseg.png
2407,0,images/img-Glass009-388-12_dimpler-0-pink_sunrise-185-sunglasses.png,masks/img-Glass009-388-12_dimpler-0-pink_sunrise-185-sgseg.png
2408,0,images/img-Glass002-408-10_mouth_left-3-pond_bridge_night-225-sunglasses.png,masks/img-Glass002-408-10_mouth_left-3-pond_bridge_night-225-sgseg.png
2409,0,images/img-Glass006-389-14_lip_puckerer-2-kiara_1_dawn-199-sunglasses.png,masks/img-Glass006-389-14_lip_puckerer-2-kiara_1_dawn-199-sgseg.png
2410,1,images/img-Glass006-433-17_lip_roll-3-abandoned_parking-295-sunglasses.png,masks/img-Glass006-433-17_lip_roll-3-abandoned_parking-295-sgseg.png
2411,0,images/img-Glass003-436-17_lip_roll-3-museumplein-131-sunglasses.png,masks/img-Glass003-436-17_lip_roll-3-museumplein-131-sgseg.png
2412,0,images/img-Glass009-383-17_lip_roll-2-fish_eagle_hill-233-sunglasses.png,masks/img-Glass009-383-17_lip_roll-2-fish_eagle_hill-233-sgseg.png
2413,1,images/img-Glass002-438-5_brow_raiser-1-lakes-231-sunglasses.png,masks/img-Glass002-438-5_brow_raiser-1-lakes-231-sgseg.png
2414,0,images/img-Glass006-368-13_chin_raiser-0-nkuhlu-056-sunglasses.png,masks/img-Glass006-368-13_chin_raiser-0-nkuhlu-056-sgseg.png
2415,0,images/img-Glass021-438-9_jaw_forward-1-rooftop_day-053-sunglasses.png,masks/img-Glass021-438-9_jaw_forward-1-rooftop_day-053-sgseg.png
2416,0,images/img-Glass006-452-18_grin-1-courtyard_night-320-sunglasses.png,masks/img-Glass006-452-18_grin-1-courtyard_night-320-sgseg.png
2417,0,images/img-Glass004-377-1_neutral-2-studio_small_07-237-sunglasses.png,masks/img-Glass004-377-1_neutral-2-studio_small_07-237-sgseg.png
2418,0,images/img-Glass008-420-5_brow_raiser-3-combination_room-321-sunglasses.png,masks/img-Glass008-420-5_brow_raiser-3-combination_room-321-sgseg.png
2419,0,images/img-Glass001-453-17_lip_roll-3-cape_hill-088-sunglasses.png,masks/img-Glass001-453-17_lip_roll-3-cape_hill-088-sgseg.png
2420,0,images/img-Glass006-399-19_cheek_blowing-2-lythwood_room-001-sunglasses.png,masks/img-Glass006-399-19_cheek_blowing-2-lythwood_room-001-sgseg.png
2421,0,images/img-Glass001-420-18_grin-0-goegap-344-sunglasses.png,masks/img-Glass001-420-18_grin-0-goegap-344-sgseg.png
2422,0,images/img-Glass007-437-11_mouth_right-0-blinds-179-sunglasses.png,masks/img-Glass007-437-11_mouth_right-0-blinds-179-sgseg.png
2423,0,images/img-Glass007-428-10_mouth_left-1-kiara_interior-144-sunglasses.png,masks/img-Glass007-428-10_mouth_left-1-kiara_interior-144-sgseg.png
2424,1,images/img-Glass021-454-3_smile-3-railway_bridges-170-sunglasses.png,masks/img-Glass021-454-3_smile-3-railway_bridges-170-sgseg.png
2425,1,images/img-Glass003-419-8_jaw_right-2-gym_entrance-146-sunglasses.png,masks/img-Glass003-419-8_jaw_right-2-gym_entrance-146-sgseg.png
2426,0,images/img-Glass003-451-19_cheek_blowing-2-teufelsberg_roof-329-sunglasses.png,masks/img-Glass003-451-19_cheek_blowing-2-teufelsberg_roof-329-sgseg.png
2427,0,images/img-Glass001-451-11_mouth_right-1-hospital_room-208-sunglasses.png,masks/img-Glass001-451-11_mouth_right-1-hospital_room-208-sgseg.png
2428,0,images/img-Glass008-431-12_dimpler-2-phone_shop-068-sunglasses.png,masks/img-Glass008-431-12_dimpler-2-phone_shop-068-sgseg.png
2429,0,images/img-Glass003-373-4_brow_lower-0-pedestrian_overpass-324-sunglasses.png,masks/img-Glass003-373-4_brow_lower-0-pedestrian_overpass-324-sgseg.png
2430,0,images/img-Glass008-370-19_cheek_blowing-1-blue_grotto-322-sunglasses.png,masks/img-Glass008-370-19_cheek_blowing-1-blue_grotto-322-sgseg.png
2431,0,images/img-Glass006-458-10_mouth_left-1-floral_tent-319-sunglasses.png,masks/img-Glass006-458-10_mouth_left-1-floral_tent-319-sgseg.png
2432,0,images/img-Glass006-416-15_lip_funneler-1-sterkspruit_falls-057-sunglasses.png,masks/img-Glass006-416-15_lip_funneler-1-sterkspruit_falls-057-sgseg.png
2433,1,images/img-Glass005-432-18_grin-0-indoor_pool-131-sunglasses.png,masks/img-Glass005-432-18_grin-0-indoor_pool-131-sgseg.png
2434,0,images/img-Glass008-437-8_jaw_right-0-approaching_storm-105-sunglasses.png,masks/img-Glass008-437-8_jaw_right-0-approaching_storm-105-sgseg.png
2435,0,images/img-Glass006-458-4_brow_lower-3-umhlanga_sunrise-198-sunglasses.png,masks/img-Glass006-458-4_brow_lower-3-umhlanga_sunrise-198-sgseg.png
2436,0,images/img-Glass001-418-2_mouth_open-0-river_walk_1-244-sunglasses.png,masks/img-Glass001-418-2_mouth_open-0-river_walk_1-244-sgseg.png
2437,0,images/img-Glass006-400-6_anger-1-dresden_moat-345-sunglasses.png,masks/img-Glass006-400-6_anger-1-dresden_moat-345-sgseg.png
2438,1,images/img-Glass005-411-16_sadness-2-winter_river-104-sunglasses.png,masks/img-Glass005-411-16_sadness-2-winter_river-104-sgseg.png
2439,0,images/img-Glass009-382-13_chin_raiser-3-birchwood-221-sunglasses.png,masks/img-Glass009-382-13_chin_raiser-3-birchwood-221-sgseg.png
2440,1,images/img-Glass008-454-11_mouth_right-2-park_bench-233-sunglasses.png,masks/img-Glass008-454-11_mouth_right-2-park_bench-233-sgseg.png
2441,0,images/img-Glass009-377-16_sadness-3-kiara_9_dusk-226-sunglasses.png,masks/img-Glass009-377-16_sadness-3-kiara_9_dusk-226-sgseg.png
2442,0,images/img-Glass008-402-19_cheek_blowing-0-zhengyang_gate-352-sunglasses.png,masks/img-Glass008-402-19_cheek_blowing-0-zhengyang_gate-352-sgseg.png
2443,0,images/img-Glass006-419-12_dimpler-1-moulton_station_train_tunnel_west-337-sunglasses.png,masks/img-Glass006-419-12_dimpler-1-moulton_station_train_tunnel_west-337-sgseg.png
2444,0,images/img-Glass004-373-10_mouth_left-2-old_tree_in_city_park-231-sunglasses.png,masks/img-Glass004-373-10_mouth_left-2-old_tree_in_city_park-231-sgseg.png
2445,0,images/img-Glass002-454-11_mouth_right-3-skukuza_golf-018-sunglasses.png,masks/img-Glass002-454-11_mouth_right-3-skukuza_golf-018-sgseg.png
2446,0,images/img-Glass001-383-19_cheek_blowing-0-white_cliff_top-042-sunglasses.png,masks/img-Glass001-383-19_cheek_blowing-0-white_cliff_top-042-sgseg.png
2447,0,images/img-Glass007-431-6_anger-2-hilltop_construction-010-sunglasses.png,masks/img-Glass007-431-6_anger-2-hilltop_construction-010-sgseg.png
2448,0,images/img-Glass001-407-4_brow_lower-0-evening_road_01-137-sunglasses.png,masks/img-Glass001-407-4_brow_lower-0-evening_road_01-137-sgseg.png
2449,0,images/img-Glass008-420-11_mouth_right-1-learner_park-233-sunglasses.png,masks/img-Glass008-420-11_mouth_right-1-learner_park-233-sgseg.png
2450,1,images/img-Glass008-402-20_eye_closed-2-blue_lagoon_night-252-sunglasses.png,masks/img-Glass008-402-20_eye_closed-2-blue_lagoon_night-252-sgseg.png
2451,0,images/img-Glass006-432-20_eye_closed-3-driving_school-194-sunglasses.png,masks/img-Glass006-432-20_eye_closed-3-driving_school-194-sgseg.png
2452,0,images/img-Glass005-458-12_dimpler-1-circus_maximus_1-077-sunglasses.png,masks/img-Glass005-458-12_dimpler-1-circus_maximus_1-077-sgseg.png
2453,0,images/img-Glass001-429-12_dimpler-3-crystal_falls-148-sunglasses.png,masks/img-Glass001-429-12_dimpler-3-crystal_falls-148-sgseg.png
2454,1,images/img-Glass002-437-2_mouth_open-1-vignaioli-160-sunglasses.png,masks/img-Glass002-437-2_mouth_open-1-vignaioli-160-sgseg.png
2455,0,images/img-Glass021-452-6_anger-1-floral_tent-040-sunglasses.png,masks/img-Glass021-452-6_anger-1-floral_tent-040-sgseg.png
2456,0,images/img-Glass004-455-16_sadness-1-music_hall_01-081-sunglasses.png,masks/img-Glass004-455-16_sadness-1-music_hall_01-081-sgseg.png
2457,0,images/img-Glass006-411-5_brow_raiser-1-goegap-137-sunglasses.png,masks/img-Glass006-411-5_brow_raiser-1-goegap-137-sgseg.png
2458,1,images/img-Glass006-389-19_cheek_blowing-2-umhlanga_sunrise-253-sunglasses.png,masks/img-Glass006-389-19_cheek_blowing-2-umhlanga_sunrise-253-sgseg.png
2459,0,images/img-Glass002-449-18_grin-2-lythwood_lounge-273-sunglasses.png,masks/img-Glass002-449-18_grin-2-lythwood_lounge-273-sgseg.png
2460,0,images/img-Glass008-455-12_dimpler-3-dry_field-125-sunglasses.png,masks/img-Glass008-455-12_dimpler-3-dry_field-125-sgseg.png
2461,0,images/img-Glass002-389-15_lip_funneler-3-driving_school-313-sunglasses.png,masks/img-Glass002-389-15_lip_funneler-3-driving_school-313-sgseg.png
2462,0,images/img-Glass003-389-5_brow_raiser-1-quarry_03-313-sunglasses.png,masks/img-Glass003-389-5_brow_raiser-1-quarry_03-313-sgseg.png
2463,0,images/img-Glass003-380-5_brow_raiser-1-altanka-040-sunglasses.png,masks/img-Glass003-380-5_brow_raiser-1-altanka-040-sgseg.png
2464,1,images/img-Glass003-419-14_lip_puckerer-2-yaris_interior_garage-200-sunglasses.png,masks/img-Glass003-419-14_lip_puckerer-2-yaris_interior_garage-200-sgseg.png
2465,0,images/img-Glass004-387-14_lip_puckerer-0-music_hall_01-224-sunglasses.png,masks/img-Glass004-387-14_lip_puckerer-0-music_hall_01-224-sgseg.png
2466,0,images/img-Glass002-407-7_jaw_left-3-river_walk_1-014-sunglasses.png,masks/img-Glass002-407-7_jaw_left-3-river_walk_1-014-sgseg.png
2467,1,images/img-Glass005-400-16_sadness-2-harties-240-sunglasses.png,masks/img-Glass005-400-16_sadness-2-harties-240-sgseg.png
2468,0,images/img-Glass021-410-4_brow_lower-2-floral_tent-180-sunglasses.png,masks/img-Glass021-410-4_brow_lower-2-floral_tent-180-sgseg.png
2469,0,images/img-Glass007-387-7_jaw_left-0-teufelsberg_lookout-015-sunglasses.png,masks/img-Glass007-387-7_jaw_left-0-teufelsberg_lookout-015-sgseg.png
2470,0,images/img-Glass001-387-12_dimpler-0-garage-030-sunglasses.png,masks/img-Glass001-387-12_dimpler-0-garage-030-sgseg.png
2471,0,images/img-Glass021-437-8_jaw_right-2-teufelsberg_roof-153-sunglasses.png,masks/img-Glass021-437-8_jaw_right-2-teufelsberg_roof-153-sgseg.png
2472,0,images/img-Glass008-388-18_grin-1-skate_park-328-sunglasses.png,masks/img-Glass008-388-18_grin-1-skate_park-328-sgseg.png
2473,0,images/img-Glass001-420-1_neutral-0-kiara_7_late-afternoon-075-sunglasses.png,masks/img-Glass001-420-1_neutral-0-kiara_7_late-afternoon-075-sgseg.png
2474,0,images/img-Glass003-438-13_chin_raiser-3-tiber_island-258-sunglasses.png,masks/img-Glass003-438-13_chin_raiser-3-tiber_island-258-sgseg.png
2475,0,images/img-Glass001-383-11_mouth_right-0-palermo_square-247-sunglasses.png,masks/img-Glass001-383-11_mouth_right-0-palermo_square-247-sgseg.png
2476,0,images/img-Glass005-458-13_chin_raiser-0-epping_forest_02-081-sunglasses.png,masks/img-Glass005-458-13_chin_raiser-0-epping_forest_02-081-sgseg.png
2477,0,images/img-Glass009-375-1_neutral-0-approaching_storm-088-sunglasses.png,masks/img-Glass009-375-1_neutral-0-approaching_storm-088-sgseg.png
2478,0,images/img-Glass005-387-18_grin-3-indoor_pool-075-sunglasses.png,masks/img-Glass005-387-18_grin-3-indoor_pool-075-sgseg.png
2479,0,images/img-Glass008-411-1_neutral-0-ninomaru_teien-077-sunglasses.png,masks/img-Glass008-411-1_neutral-0-ninomaru_teien-077-sgseg.png
2480,0,images/img-Glass006-416-1_neutral-0-snowy_forest_path_01-094-sunglasses.png,masks/img-Glass006-416-1_neutral-0-snowy_forest_path_01-094-sgseg.png
2481,0,images/img-Glass001-457-2_mouth_open-3-rooftop_day-051-sunglasses.png,masks/img-Glass001-457-2_mouth_open-3-rooftop_day-051-sgseg.png
